path,git_blob,ownership,class,status,review_method,finding_refs
package.json,870225ed9c15678091138ba88defe41bb51210fe,APP_OWNED,DEPENDENCY_MANIFEST,FIXED_VERIFIED,manual_review+npm_ls+npm_outdated+npm_audit,DEP-01;DEP-02
README.md,ec87265708024eb814a94bc4f9ae667eae3f6479,APP_OWNED,DOCUMENTATION,FAIL,manual_full_read,
scripts/analyze-accuracy.mjs,f060b3127b713b08efed268094e98f0e74088f4c,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/build-bls-search-catalog.py,3d6c355208c35148cf85d82a28926e4617051901,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/build-ingredients.mjs,e625ebadb9b655bebfb764a5bcafec9354917524,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/build-site-legal.mjs,3d74c69f68521c799cc010072ba46992c3f7cfc7,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/data/recipe-drafts.json,dee86366c41aec86143a9793a634328c0701fd6d,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/data/recipe-targets.json,b7e04144f832267e5012d76a297035a3de712db6,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/fit-recipes.mjs,a65a145c45d05cbb38af5db29b92155b463c1482,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/fixtures/usda-search-responses.json,282ead9d160538cdd6f72707201dbf3e6502eacf,THIRD_PARTY_CAPTURED_FIXTURE,TEST_FIXTURE,PASS,validator_input+secret_shape_scan,
scripts/generate-app-store-screenshots.py,dfe729860ce352290d768545f2f5a912663e4b43,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/sync-catalog-nutrition.mjs,6831ca5610b32003cb650a17687a1a5e6b4901da,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/tag-quick-meals.mjs,43d8b103ab4897b3a9e46e869585f737f83b61fd,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-accessibility.mjs,28d6e31bc63a0fb24f98c0df2430529af356154d,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-account-deletion.mjs,486425930c22ca517bfaa28b5dfd191eb0da7ea5,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-analysis-allowance.mjs,27900ee553fb8a8dffadd60ff24878b385e7cf53,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,full_verify+targeted_manual_review,SEC-02
scripts/validate-analysis-language.mjs,11f6204657db9aa353b658e86e4a6f7fb8bbcf87,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-app-store-screenshots.mjs,4a1135284a3712453068a8b2f9dd3a87afd33ebe,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-barcode.mjs,0b26aae9aff15b1ba54b4cb48ada0c26a77b32dc,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-bls-search.mjs,35afb043e0a168d7a4ef7c0e53801f36f035c2d6,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-camera.mjs,4832c445e769cd4a443f4556d2690aaeae33ec9a,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-catalog.mjs,493fb61c40a0e4bc35c953e29a7bfa5b725d52f5,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-consent-recovery.mjs,3940736b20b90c7ddcb50c4c05e8a1ebcea6793b,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-daily-loop.mjs,e5282a8a1de4189364252b2c94b7194e996fa866,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-day-complete.mjs,623f7e933561c2f25ca0d9b11607735b6d93d2d4,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-eas-env.mjs,cbfa2fdd8cbc65d09a4c855336c1b8dd7c89df68,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,command_execution+static_scan,
scripts/validate-eas-remote.mjs,0c6a37c85c4b27a34e1c1d7256e53cf0470291fb,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,command_execution+static_scan,
scripts/validate-entitlements.mjs,86e50dcf37d395b06a1c0f57b5fe1020635d2dbc,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,full_verify+targeted_manual_review,SEC-02
scripts/validate-formatting.mjs,3c4077f54036c32d8a52d23845875a5de30b955f,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-german-meals.mjs,1010d6350e01a290515ccd61905d7665b16774ed,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-german-search.mjs,c586c02ab9d6ae26be1c462c6a52c7b52636e9b5,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-i18n.mjs,9788f8bdefae5b9d4d00eaa78c620c8a84165ca2,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-language-memos.mjs,26b67a7df72c6844a91ce9c4a1de002d20dd8ea7,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-language-routing.mjs,6f1cf2bbee34f86add59f608e70323797ec04630,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-meal-cases.mjs,60b869228f9b4889e2403ee41774bf1fafb76dd0,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-meal-slots.mjs,30ff2a632d1de7d307f855a718d87627ae05a88a,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-offline-copy.mjs,c7748d94ec5a7205ec1fc9e76be38bc460284d3d,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,full_verify+targeted_manual_review,UI-002
scripts/validate-plan-builder.mjs,f79282c86559f9d501cfeb5b8224504009c99937,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-plan-editing.mjs,84839368448211cc525a947e27192d253637ae48,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-portions.mjs,05fc1069353c09ed423897ca93d4e7a37f9f82a2,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-preferences.mjs,3b96e6fce70fbb29924a7559df642d81f61f1b11,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-privacy-consent.mjs,e28d9a0e56d877bfe4e67be1657727af2ac9cbb2,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,command_execution+static_scan+validate_privacy+verify,SEC-01
scripts/validate-product-flow.mjs,1fdde04ce4f2a84bf44ce2e10d7587978ae43f47,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-provider-rate-limits.mjs,fbffd6bff4f2ff5d84cb7179fc11e61da7a37c1b,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,full_verify+targeted_manual_review,SEC-02
scripts/validate-recipes.mjs,bfcc480be3471f90292bc3c2244c1b205140e3f8,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-release.mjs,e8df1e2650f6cc603b4d038b9f5d3dacb5e9c955,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,command_execution+static_scan,
scripts/validate-result-reveal.mjs,c0b866b77820786ac1885a9966c533b2e3ca80c7,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-search.mjs,e440de0f151427a0d179763f5751c3440012195f,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-site-images.mjs,14d75049f04b11c00b8bd195c634855fd2fab071,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-site.mjs,529869a8f59fdf968eaef51b3fd16cef42ad24d6,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
scripts/validate-state-integrity.mjs,91562abeda325cebb822effa8eef64952e18e4b0,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,command_execution+static_scan,
scripts/validate-store-listing.mjs,44253d62dc6818b50f0c25bedcd887afd07bf3b3,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-subscription.mjs,6582ed8a7b307fc2e726d00e45084d81333ddc75,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,command_execution+static_scan,
scripts/validate-supabase.mjs,9dad5f9e0280a2985aca2a4a7f28e5d8de6eb1a2,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,command_execution+static_scan,
scripts/validate-targets.mjs,b6f0c94213b4c11210413422e13bd125a45a809f,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-units.mjs,3ed9dd7cf9418e85275b344afe3e636cf348a098,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-usda-cache.mjs,67fa8dc34af38663d81d8f50896bdae010310f84,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-usda-matching.mjs,224cfcb5116265fbb77690b0950a0d147c5cc407,APP_OWNED,TEST_OR_BUILD_SCRIPT,PASS,static_scan+referenced_by_package_script,
scripts/validate-waitlist.mjs,b75eba733104bc021174fdb988daa2adb1a859f8,APP_OWNED,TEST_OR_BUILD_SCRIPT,FIXED_VERIFIED,static_scan+referenced_by_package_script,
server/core.mjs,104e367b8512fbf2a8394d65c75397d5732e2396,APP_OWNED,DEV_SERVER_SOURCE,FIXED_VERIFIED,manual_review+syntax_check+secret_shape_scan+validate_privacy+verify,SEC-01
server/index.mjs,73a138a3a69e7820a1eac7d1e3e2bbe48ad5be83,APP_OWNED,DEV_SERVER_SOURCE,FIXED_VERIFIED,manual_review+syntax_check+secret_shape_scan+validate_privacy+verify,SEC-01;SEC-06
site/.nojekyll,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/assets/adaptive-plan.webp,e9ef6144756b2d66f7f9ce10a678b922cd0a60fd,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/assets/log-food.webp,a8002490273ab637f4dfbdb5828db9c64883eda4,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/assets/protein-day.webp,a3738789a02a01fbb1721265221df6b7cfff7e6f,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/assets/recipe.webp,e692931200c8a1acb5b1c936ac209c53a81f2e6f,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/community.js,d733bae4806625b3acc5711814a8106cfc47e0bf,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/confirm.js,32b3a0402fd6bd31ffef8eccca082308238e0c85,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/confirm/index.html,c27047a3e365b569ba2af9c1e7dfd7b23f5d018d,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/en/confirm/index.html,5a25e185242fbe986daf0a1a9e678c205c309887,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/en/guardian-consent/index.html,d405996b92aee6503198ac40d6df6c0778d38be9,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/en/index.html,4cd9eb83987246c61b75f80329a324da9270381b,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/en/privacy/index.html,6c74dfdb6b4c335a8212041e6befab1b126c38ec,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/en/sources/index.html,fa2a787c987953cbe020b0bc33fff684bf5baa1a,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/en/support/index.html,ac840361daa18d29d42d2039328cdd0c14950d9d,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/en/terms/index.html,8077b4bd3d7be44a92ecd7e61863068b08709526,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/en/unsubscribe/index.html,838301c8f5b9461b8706f377a7504a3ab6b33e9e,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,validate_site+manual_review+responsive_runtime,WEB-P1-01
site/experience.js,fd8c4d5d5ebe019747478610fd375704ed3c68f8,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/guardian-consent.js,108e975b7a9d941ec8b2fdb1248c1fd237223301,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/guardian-consent/index.html,e088265efe621125d0f161a35479211eb390b606,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/icon.svg,f83a0a57626c768d7b35520f4a05cd1dd1d2578d,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/impressum/index.html,c78d7144739d582ecac78c5552962f9e85e6c5ab,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/index.html,483653f3ecf1f602caca5714eb130000e4cc5601,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/privacy/index.html,89815d7ee11d4d319b95644f058fd21c0050cac3,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/README.md,1516cb5b2da734879631c38e0e418aed75cdbc97,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/social.png,c163930bd3df99fc440da864c53d767ebecea5ee,APP_OWNED,WEB_ASSET,PASS,file_inventory+license_provenance,
site/sources/index.html,821b12853a73b0e6868d7098f62be4ecd7e4962b,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/styles.css,65f84ac0d5c1fc4d692423ae3f1b055e57a90a9e,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/support/index.html,c3d719248a87f3388f5a7d7aa9720b9867a51600,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
site/terms/index.html,e0d26e12039fce03de26b4b92429d94eeecb4da9,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,static_scan+separate_web_audit_scope,
site/unsubscribe.js,52e784d1df94612856c800af5d09ecbf0e9234c9,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,validate_site+validate_waitlist+manual_review,WEB-P1-01
site/unsubscribe/index.html,6858e5660c90b0b6b5c87766f0c5f90b68ec973b,APP_OWNED,WEBSITE_SOURCE,FIXED_VERIFIED,validate_site+manual_review+responsive_runtime,WEB-P1-01
site/waitlist.js,f566616d777b43a592a7d55fc71aae1e1d407d8a,APP_OWNED,WEBSITE_SOURCE,PASS,static_scan+separate_web_audit_scope,
src/app/_layout.tsx,5dc3180bfca49a927327c9bf5d7939173020bfb1,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/_layout.tsx,7d5976a9f7eccb53cc78be32677ef97ede2d22ad,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/plan.tsx,56a707d71e8c530422df12455eae71711b42d29a,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/profile.tsx,51c66099e3535448452354774ada915e133bd045,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/progress.tsx,e9a3010cde8171856c815d272c91e07d28a41533,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/scan.tsx,84078815a75a2b8b9fe61f9c816f5f579126ce17,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/(tabs)/today.tsx,91310a0d44a2aa9dc68f230cfd309065394a2222,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/account-deletion.tsx,6a7a900d3218df593a6a92132ad0fb17d4e60a26,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/analyzing.tsx,a7e7fc270f16ed48bd377a5d350c4ee36b10de0e,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/confirm.tsx,a6872f12ed23087c92dc271787e65ff1711e46af,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/data-consent.tsx,f5c2d684c183bb2401412f9ba710e427bcb9b0f0,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/evening.tsx,e7124d6333a08af3d54f8b11c8700c0393ed51a2,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/index.tsx,671d23256a4e74a5432009b414b3322bccfe79da,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/onboarding.tsx,bbcc93fa942774db6028d270819602154cea822a,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/paywall.tsx,38f326065bcf64ee95187ca935fec51c647a003e,APP_OWNED,APP_SOURCE,FIXED_VERIFIED,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/privacy.tsx,dd46a7f465e1c586618cb6088c972b326bd46a0b,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/recipe.tsx,82f2ca4289f04e4cc7970494ba76e85a64871f4e,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
src/app/result.tsx,d9ba55e6d73b636cba4346b9310c0f9200d13c01,APP_OWNED,APP_SOURCE,PASS,typescript_typecheck+pattern_scan+targeted_manual_review,
